FireName,FireYear,area
ROUND,1972,6544883
Shotgun Dr.,1989,20461332
EIGHT MILE,1990,50856487
PILOT POINT,2005,13286692
Koggiling #2,1997,413954
Imelyak,2005,29310778
PRIMUS CREEK,1971,3778947
DCK S 35,1987,5550235
DCK S 32,1991,20172647
GAL NW 107,1990,3737896
Shinilikrok Creek,2010,1121706
KERULUK CREEK,1970,84931084
Kanearok Creek,2010,25719
GAL NW 58,1994,6018756
OCTOPUS,1970,5513884
KYU NNW 40,1987,6229119
GAL N 38,1990,261095815
Little Mud River #2,2005,121086911
WAPOO,1968,39608044
KAYIUH MTN,1959,16124671
Mukslulik,2010,1804361
Ivan Bay,1992,913040
N Noatak,1976,358557
Unknown001,1971,1563698
Aniralik Lake,2010,336358
Iim Tikrak Creek,1971,7743622
Taylor,1977,1316156
OK OK LAKE,1971,34403486
KOBUK 5,1963,17479961
Sand Dune,1946,70985917
Kunyanak Creek,2010,52136
Imelyak River 2,2010,15855
Kugarak River # 1,2011,227
AMBLER,1971,108056228
INNOKO,1974,26247494
Nulato River North,2005,1400975
Khotol River,2002,203928854
SHAGELUK NE,1957,115314334
Menotl East,2005,63479280
GAL SW 84,1990,426453
LOOKOUT,1972,30950764
Franklin Creek,2009,80248687
Crooked Creek,2013,165352
Reindeer River,2010,6033158
Uyon Lakes,2012,25669417
Kingasivik Mountains,2010,183084
832073,1988,14783634
MARY,1974,41496383
TIRE,1972,28171693
KATEEL RIVER,1972,39420048
GAL W 76,1986,4049280
CHRISTMAS MTN,1960,10150726
ANVIK RIVER,1976,7729882
Christmas Mountain,2007,352583
Fish,2013,398279
South Bogus,1997,600556
KASIGLUK,1993,1016177
ROLLING CREEK #1,1957,611018759
Klery Creek,1977,866996
Box River,2005,22430567
FLUTE,1970,4514023
KAL SW 32,1996,113779
Papa Willie Creek,2005,452411124
Russian,1991,15205742
Reindeer,2002,910937395
KUDOS,1968,24491215
Ophir Creek,2008,871948
Tvativak,1997,9654764
TIMBER CREEK,1997,111215758
Eli River,2004,410684
Cliff Creek,2004,25485999
132242,1991,40881086
Marc,1974,6860387
732050,1987,14133029
Eagle Ck,1985,1456263
Tik Hill,2007,2321187
165-30,1971,509523415
SHH SE 26,1977,30293824
Kashunuk # 2,2008,314509
OME NW 60,1994,11214027
Klery Creek 2,2010,2124321
Nakolik,2004,549821
NVK NE 4,1979,5110636
Duck Creek #3,2014,2296105
BALDWIN,1972,7500736
732053,1987,3724147
CONNALLY CREEK,1972,19118027
TAG RIVER,1972,8792401
Koyuk River,1997,2304125
Kushluk,1988,3124000
BONASILA,1957,1157133742
The Sisters,2014,10525514
Montana Creek,2010,24211418
Grand Creek,2000,374448501
MHM NW 24,1986,49887264
Titna,2013,15479651
Sethkokna River,2005,12191874
Chleca Lakes #2,2006,1224676
Chleca Lakes #1,2006,116356
TELIDA LAKE,1958,11730138
Siruk Creek,2013,81647106
Slow Fork Fire,1998,80544348
The Divide,2010,2601349
132614,1991,141398116
BTT W 77,1990,7311305
Walker Lake,2007,116674
Sischu 2,2010,10999155
Sischu North,2004,865855
332663,1993,15726253
Niakogon Mountain,2010,625692
Boulder Bay,2007,1193605
BTT 249 45,1991,457198
131655,1991,112319256
BTT SW 68,1990,1519041
131592,1991,861091
TAL W 33,1993,7081623
Little Mud #3,2005,7994537
Gregg,1996,3463252
HUS SW 12,1990,2481042
Takhakhdona Hills,2010,23678063
Klymunget Cake,1971,9928755
Nayuka River,2013,1865291
HORSEMAN LAKE,1971,18697106
RBY NNE 35,1984,2388454
BEAR MT,1971,348625889
414060,1984,5252990
Cottonwood,2005,409596
Black,1991,11014209
MEADOW,1990,120589759
TAL SW 47,1994,3617212
Hatdolitna Hills,2007,8741686
Tonclonukna Creek,2009,659673530
Sulukna River,2005,9430593
North Fork,2002,125755952
MHM SW 60,1986,5986126
MYSTERY,1990,1106234
North Fork,2009,16626
ROCK CREEK,1990,43769616
TAL NW 85,1985,65873615
131408,1991,23907273
Dulbi Slough #2,2004,4024029
COTTONWOOD,1969,712101193
Monday,1972,1586238
Galickson,1991,38875128
Broken Snowshoe,2009,101738244
Graham,2002,29202957
South Fork,2002,40149405
DUNES,1990,2805217
BEAR CREEK,1957,4562403
Lime Hills,2013,810723384
BEAVER MER,1990,52859081
Kusk,1992,810912
HALF CABIN,1974,61290032
ROUND,1990,200849856
BONANZA,1981,26462265
NECONS,1969,20523474
Kogoluktuk River,2005,2986869
Kejulik River,2010,1080185
KOBUK #4,1959,72094255
DCK SE 45,1990,2416704
Holly Lakes,2005,38784695
Zane Hills,2012,15468
Pah River Flats,2005,4617686
Holiday Creek,2002,883245
Babantaltlin Hills,2005,76599494
WARNER,1993,610787
Dome Creek,2013,105897
SUGARLOAF,1985,3782934
Big Waldren,2002,45789807
Sugarloaf,2004,669833
Takotna River,2013,8126564
Hoholitna,2013,11366901
SLEETMUTE FIRES,1957,658153373
Unknown001,1974,33520976
Howard Pass,2013,1635
CASCADE LAKE,1970,45388142
Natural Out 2,2013,786
DCK SSW 34,1991,728660
Sheklukshuk Mountain,2010,1143823
DCK SSW 26,1984,3791669
CROW LAKE,1977,383180737
Louie Creek,2010,71549767
HSL SW 10,1990,9339587
HSL NNW 37,1991,56977901
Dagitli River,2009,12745333
Crow Lake,2009,160820
Andrew Paul Slough,2010,90312
North Fork Innoko,2004,10097006
Wapoo Creek,2008,543608
INNOKO #1,1957,193464485
31048,1990,27255
REDLAND LAKE,1968,95353699
Boney Creek,2007,3129287
MINCHUMINA NW-25,1958,104752094
Beaver Log Lakes,2013,258534865
TAL SW 38,1991,12247400
Lake Snohomish,2004,87177781
MHM SE 16,1993,12863998
TOBUK CREEK,1972,7606384
131648,1991,1344910
LAKE CREEK,1969,234189119
HOLANADA CREEK,1969,
831007,1988,231336
HUGHES SHELTER S-9,1959,2522535
BRIDGE,1972,959726119
Wein Lk,1996,98743917
McKinley River,2007,312926
MHM SE 27,1986,92772432
Tracy Ave.,2005,21721008
FORAKER,1997,11757922
BETTLES #2,1959,62362806
BTT NW 65,1988,7113588
Henshaw Creek,1999,1122195
31039,1990,10908905
ALATNA,1954,75815564
Melozitna-Tozitna,1953,75246571
Big Mud,2003,157216369
Tozitna River,2005,231549945
No Name Creek,2010,28543881
DENNIS,1990,320539525
W.Kamishak Bay,2003,5166773
Coy,2004,1999900
POCAHONTAS,1968,520890040
Hughes Creek,2007,522770
HUGHES N-9,1959,15673810
Kitalitna Creek,1997,3259068
Melozitna River,2007,1576689
TAL SW 46,1994,4481593
32040,1990,6167854
WOLF MT. N-10,1957,62062546
Round Lake,1999,6075031
TAL SW 65,1988,4330066
MENTANONTLI LAKE,1956,3281425
LANDING,1972,8193454
UPPER MELOZITNA,1957,76329093
GRANT CREEK,1957,33679788
Shannon,1997,775379
Big Mud,2002,159948683
BIRCHES SW-10,1957,6590717
Titna River,1996,10378445
Sethkokona,1997,2336128
Paradise Fork,2010,6220859
TELSITNA RIVER,1958,5567395
TAL SW 83,1993,20030543
TWO LAKES,1981,10391040
Kaguyak Bay,2002,2618781
Kristin Creek,2013,67290118
DCK E 65,1991,80292376
532370,1995,25872679
Lockwood,1997,26859922
KOBUK CANYON,1997,3987453
Hughes Creek,2005,89970422
HUS NW 30,1984,11798454
HUGGINS ISLAND W-10,1959,35263638
Big Creek,2004,242040
31044,1990,168443110
Dulbi River #2,2012,379046
Stone Creek,2005,74880150
Lost Twenty,2002,60925548
SODA,1990,41581643
VON FRANK,1957,20083255
WHIRLWIND,1993,2572680
804032,1988,2671778
Scow Harry Creek,2013,98036
Turquoise Lake,2010,368992868
South Mystery,2008,23994
Windy,2002,279179505
Dewey`s Cabin,2014,3565115
131521,1991,10961367
INNOKO #2,1957,311039010
Surprise,1991,12520125
BEAR CREEK,1972,6691417
Folger Creek,2005,8852
Warner Creek,2004,1320217
SWIFT RIVER,1957,101138939
WILSON,1968,11898110
PRETTY GRIM,1968,84041745
GAGARYAH 3,1994,17470501
Chulitna,2013,9835637
Nikubuma Lake,2013,51662730
Washington Cr.,2005,172350449
West Fork,2004,23386445
Big River Fire No. 2,1951,26716227
Black Water,2005,6446601
CHEENEETNK,1993,377776
ANCHOR,1993,10970854
JOINED,1990,21576126
Whitefish Lake,2013,17319588
GAGARYAH 2,1994,12366024
Lake Clark,1948,49650308
Mulchatna River,2013,785356
Mauneluk River,2004,980517
BEAR MT,1966,229365209
232266,1992,17649356
332554,1993,50756258
Moose Creek,2013,1979
VENETIE S15,1954,227974024
Sourdough Creek,2011,4765198
West Crazy,2007,24297257
BEAVER CK,2000,4651298
WEST FORK CHENA,2002,89354854
FAI E 26,1991,2269384
Broken Arrow,2003,537729
Industrial Park,2012,41029425
Fish Lake,2013,120873
REDMOND CREEK,1968,4983650
Beaver Creek,1999,52977498
CENTRAL W-10,1957,199361860
Crazy Mountain,1953,67011641
Black Shell Creek,2004,1096700
FAR MOUNTAIN,1958,167345884
Blueberry,1986,41250278
Big Girstle River,1947,20786399
Ferguson Farm,1980,33089257
Big Delta Fire,1951,93026472
GRANITE MOUNTAIN,1954,72464481
CLEARWATER,1969,8841555
BLUFF RIDGE,1969,59183848
JARVIS CREEK,2006,1020357
Bolio Lake RX,2010,5288774
Lost Horse Creek,2005,7488487
UPPER TATALINA,1957,173523548
Clear Creek Buttes 2,2010,405941
Slate Creek,2009,3805939
Wicker,1991,641764
Goldbug,2002,785792
Apples,1969,1234129
WILLARD,1979,13104104
832015,1988,
GRANITE,1972,24324353
Mud,2002,479026
Mastadon Fish,1996,23125187
Tatalina,2004,64292124
31042,1990,5881389
Meridian,1999,2427079
Muddy Lake,2009,16017016
Monopoly Creek,1981,10483963
YTA Grouse Habitat RX,2010,219464
Clear Creek,1950,10414073
26 Mile - Eielson,1950,7012398
Ft. Wainwright Small Arms Range,2009,5171084
FAI E 10,1995,1013750
Little Delta River,2006,56568704
Small Arms 2,2004,5312988
Stringo Lakes,2002,34377421
Bear Creek,2005,20884036
Bull Creek,2011,7605955
SVS NW 18,1994,430306
CEM WNW 73,1992,12042866
Dall River,2000,51588522
32033,1990,108683880
Idaho,1999,1911132
31035,1990,24623700
Toklat River 1,2009,787018
Chitsia Mountain,2011,10174443
JBER Clunie Creek Complex,2014,3180936
Toklat River East,2013,133577515
Lou Young,2010,12914
SNUG HARBOR,1999,32974
Stromberg,1991,1910744
HENTON,1957,525812
LIVENGOOD SW-10,1958,19614448
Brooks Creek,2010,518652
Mud Fork,2004,136191670
Tatalina 2,2004,13810612
Tolovana,2010,479985
Swanneck,2010,480590
Rex Bridge,2003,5656223
Arctic Valley,2004,302513
ALPINE,1969,3115733
FYUW102,1993,1970703
BTT NE 55,1988,981536
Hodzana,1999,17564291
Prospect Creek,2008,6756552
Jim 2,2005,2286323
Ashley,2009,39253
Shanta Creek,2009,53102621
CREVICE CREEK,1957,9935113
Timber Creek,2013,10432300
Kaldolyeit Lake,2010,70792
Evansville,2004,543892009
TAL N 35,1992,2308846
Kanuti - Bay Rivers,1950,126790053
Mooseheart,2007,86299275
Ptarmigan Creek,2006,1519617
Chitanana River,2011,401237
WIEN LAKE,1971,250959415
Zitziana,2009,566313936
Kenai River Trail,2004,183867
PIPELINE,1974,12011037
BTT NE 22,1984,5420873
Anaktuvuk River,2007,1028604264
Pope Fire,2010,384745
Kanuti River 1,2013,7312097
Florence,2007,418355
BONANZA CREEK,2011,1575586
Raven Ridge,2007,8322403
Ray River,2005,390272467
Kilolitna,1997,2631182
Bearpaw,2009,66565230
Geskakmina Lake,2002,1033417029
Turtle Hill,2007,32705
TAL SE 80,1990,13459787
LOMAN,1972,16610244
Portage Creek,1972,2408432
Ungalik River,2014,859969
Shaktoolik River,2013,46953984
Stove Creek,2013,1190299
GAL SW 123,1990,1275031
Bear Creek,2013,52902542
Thompson Creek,2002,462129
Twin,1991,51170658
KALSKAG,1972,10735072
Kaluktavik River,2010,93313369
North Fork Squirrel River,2007,719072
Akikukchiak,2005,5486236
Cottonwood Bar,2002,55553496
Salmon River,2008,2629075
Salmon River,2010,808905
Inland Lake,2011,7070
SND DUNE W 3,1981,16189435
32044,1990,14494216
YUKON,1972,9214497
Saddle,2005,520672407
Discovery,2005,973936
Uluksian Creek,2011,42667
Nimiuktuk,2007,1660871
SHORT,1977,15605402
Uyon Lakes,2003,1734132
Dall Lake,2008,2017747
South Pish River,2007,8897584
26,1985,247940
Imuruk Basin,2002,1526358
Hunter Creek,2003,2081494
Change,2005,46693948
Big Bend,2007,11786215
Fire Mountain,1996,1333348
CEM E 90,1990,8066048
Tindir Creek,2012,693489
Bull Creek #2,2013,2501881
American Summit,2004,47060299
CDL E 33,1977,127481822
Stuyahok River,1940,51668241
CHINIKLIK,1997,12835994
PAIMIUT,1954,1423393013
OTZ NE 100,1983,7897085
Virgo,1997,450215
LEAF,1971,50521199
Eli River #2,2004,105187
Van Lear,1972,3009335
Nageethluk River,2002,2641242
KSM NE 15,1985,522399
OTZ NE 35,1992,1254881
Kuka,2007,9639915
REINDEER,1990,2398289
132407,1991,17889359
FBK E 155,1987,9492264
LADUE RIVER,1969,360832348
Porphyry Creek,1999,1203773
Tetlin Jct Ridge,2013,83278884
Yarger,2004,288726
Black Hills,2003,171637724
9 Mile Trail,2006,710618
Little Salmon,1946,174809002
Tetlin Refuge # 1,2009,1691646
BLACK RIVER,1967,13861809
CEME42,1993,495233
FYU SE 65,1990,29895182
Little Black Two,2009,2912944
KING CREEK,1969,18530384
Columbia Creek,1950,12536080
SPITLER,1990,23620929
The Mine Fire,2009,1750987
Coleen,2007,83906395
Big Mountain,2010,335844222
David Creek,1996,19225719
Charley Creek 1,2005,294064651
Dempsey Creek,2010,48927754
Nation River,2007,8474260
Nation River,2013,45375652
KANDIK,1958,101334775
Nation River #1,1950,195976709
Nation,2009,1091056
Billy Creek,2013,48139541
Molly Creek,2003,9591162
Billy Creek,2004,1862407990
T-Lake,2004,7029872
Carlson Lake Fire,1953,4190460
832043,1988,483193390
Sheenjek,2009,251192596
Three Lakes,2008,141491407
832086,1988,95116101
531268,1995,328885
Bluff Creek,2009,167480678
Albert Creek,2003,6206233
FYU NE 22,1988,38491022
BURNT MT,1966,17781663
TAYLOR MT,1967,21786979
EAA SW 37,1994,4619399
PORCUPINE,1990,46848925
West Fork,2006,186390
Porcupine,1986,54761750
FYU NE 78,1979,384419138
SHEEHIJEK #1,1959,38413979
CEMESE 35,1993,118222
Little Black River,1950,
Woodchopper Creek,1950,28987591
Paddle,2009,167438362
Big Creek,1999,114870352
Melozi Springs,1999,1925527
BIG CREEK,1959,104333857
Black Sand Creek,2011,507130
JOKE,1972,13544107
Cottonwood,2002,27142306
414007,1984,4530025
SUNSHINE MT.,1957,52646754
MIDDLEFORK,1990,14704119
304001,1983,10495449
Blackwater,2006,1211546
Upper Tatlawiksuk,2005,117092491
Selatna River,2013,4863916
WHITE MTN,1993,886750
North Mystery,2008,1466546
Stony,2005,12672819
Olga Narrrow,1992,900033
Mulchatna River 2,2013,97160
Knifeblade Ridge,2012,14498294
KARLUK,2000,1636444
Reed River,2008,4604115
Angay,2005,1748376
Nilunorat Hills,2010,258812
HSL SE 38,1979,10486545
BATZA SLOUGH,1968,23086204
GAL NE76,1995,10358661
Nayuka River,2010,324282
CLOUDY,1990,1190860
Vinasale,2002,761739696
DEACON`S #3,1957,58631699
ILIAMNA,1957,65605428
Stink,2005,16498
RILEY CREEK,1971,28220640
ALAGNAK,1990,6968011
Ambler River,2002,4158887
ANGUTIKADA PEAK W-10,1959,36446593
Shiniliaok Creek,1999,3237713
Purcell,2000,2612377
HUSLIA RIVER #2,1956,588979402
Gagaryah 2,2013,19013168
Gagaryah #2,2009,79096825
SELBY LAKE,1971,25592367
Newhalen River,2005,1830
PAH RIVER,1959,16669066
Kokumpat,2012,2008084
Solsmunket Lake,2010,95476
Mauneluk River,1972,5698972
Dulbi South,2005,13771246
Tom Cook Slough,2007,2169320
Long Creek,2002,300698110
Dulbi East,2010,271368
Moose Creek,2002,21170832
TANGO CREEK,2000,116023377
Main Creek,2013,5087375
BONNIE,1990,159383404
804028,1988,244348163
Wolf,2005,36068389
Granite Mtn.,2009,3169206
KOLIGANEK,1963,13078740
STONY RIVER,1981,4583077
Pupik Hills,2011,1441
Yantarni,1992,3696441
31052,1990,2755408
Aniuk River,2010,1969
Aniuk River # 1,2011,1837820
Rabbit Creek 2,2010,22230410
BUZA,1974,1412109856
GAL NW 114,1990,594774
Beaver Creek,2002,664040
Billy Hawk Creek #1,2005,7423576
20 MILE,1954,65105159
531028,1985,4883365
832143,1988,107948315
331688,1993,1854867
GANES,1990,2822381
ganescreek,1999,2574434
DISHKAKET NE-10,1957,107546649
Hurst,2004,4530650
BEAVER MT #2,1957,11589253
Taft Creek,2009,232341
Noatak River 4,2010,2006
KAZIK HILL,1994,1386398
Kugarak River # 2,2011,3489
Sand,2002,411541
Yukon Creek,2000,245969288
Nulato #3,2005,57797183
Kotol River,1953,44917102
Yetna,2005,201092357
Glacier,1991,9266981
MOSQUITO,1994,2788403
Three Days of Restoration,2006,38149642
BEAR,1969,1560004052
331639,1993,14526503
Round Top,2007,3323966
GALSW28,1993,5139384
GAL S 57,1991,8169872
GAL SW 65,1986,13514892
DISHNA,1993,9173181
GAL S 73,1990,47715
CHANCE,2007,2677936
Crooked Creek,1989,30820558
GEORGETOWN,1972,33708857
LAWSON CREEK,1968,137882145
Gold Mountain,2005,304675
Sethkokna,2013,16013700
Moose Lake,2002,475019693
TAL SW 56,1991,8873608
No Creek,1986,44020636
DILLINGER,1972,51958303
Post River,2009,3730466
Shipwreck Cove,2013,965327
HOGATZA,2011,140973
HIDDEN BASIN,1996,2197869
LAWSON,1969,32624648
Foraker,2000,67959832
MHM S 31,1993,4292057
Gull Point,1995,1422641
Herron River,2005,14662777
Malemute Fork,2010,192430
131569,1991,934652080
Siruk Creek,2011,2122803
Alatna Hills,2010,451898
Melozi Moran,1999,237618230
Lake Todatonten,2004,49636401
Blueberry Ridge,2011,1643058
North Dag,2004,1684224529
HIDDEN CREEK,1968,35082937
Sulukna,2002,121902641
Farewell,2005,2721557
FORK,1990,1854950
Middle Fork,1986,10640893
Olga Bay Fire,1950,136070958
KOBUK #3,1959,73820211
Kigalik River 2,2012,3524508
Beaver Creek #1,2005,28465310
Lake Minakokosa,2010,304214
Pimingo,1971,29216570
32039,1990,19463455
Big Creek,1999,5906438
Walker Lake,1999,2892864
831026,1988,2895476
HUS W 5,1981,51813040
131549,1991,11996072
832012,1988,602574
831023,1988,597133386
Moose Point,2005,300653
Nowitna River #1,2011,10512119
Nowitna,2009,507992885
131252,1991,1314312
Sulukna River,2007,31786965
TAL SW 63,1985,371707
CLEAR FORK,1990,185475008
MHM W 55,1991,78692795
PAH RIVER,1972,368499325
GAL NE 57,1985,134135150
DUBLI #2,1956,460653268
BLEAK SPOT,1968,6127967
GAL N 35,1988,11128751
GAL NE 30,1991,44605406
SHORTY,1990,681730
CHEENEETNUK RIVER,1963,6811189
WOODSCEW,1972,27720329
KOKTULI,1957,10877186
LAKE 606,1959,6261686
32010,1990,388927
Turnaround,1999,561872
31026,1990,10471809
BIG RIVER2,1994,1831589
Luck,1991,40143085
WHERE,1990,82263034
Shoeleather,2004,848751
Whitefish,1972,1427235
NONVIANUK,2008,47431
Gagaryah,2009,29351134
Pah Flats,1999,24793045
Pahl River,2012,11221960
CORMICK,1957,21724524
804041,1988,356968
Sandy Ridge,2013,3714
PUPIK HILLS,1971,7842397
Kiliovilik River,2011,6080084
Aniuk River # 2,2011,2454
Little Black Creek,2010,34229
GAL NW 113,1990,454525
Louis Lake,2004,89031871
SAND DUNES,1972,179804409
KOYUKUK,1973,47926316
SOONKAKAT RIVER,1997,11946903
CAMP CREEK,1997,21260
POIGNANT,1972,22598563
Little Mud River #1,2005,142792740
Kogoluktuk,2007,992841
Kavachurak 2,2013,331501
DCK SW  47,1986,69041406
DCK SSW 23,1984,3638267
GAL NE 4,1990,1129521
Slow Creek,2002,47945524
Coffee Can West,2008,3177565
West Yuki River,2005,1228574
Bear Creek,2002,240597163
31046,1990,50781
Dr. Beaver Creek,1997,84784979
Caribou,2005,45716651
Waldren Fork,2002,31732102
Hillbilly,2004,39705166
Delta Creek # 2,2012,12781368
Simpsonville,1998,1469448
FYU W 46,1975,292994352
Zimmerman Creek,2001,2021511
Stuart Creek 2,2013,349698235
831016,1988,25281668
FBK NE 37,1994,4068957
Little Delta,2007,126670103
M-16,2005,1647081
Northern Target,2010,60272
Clear Creek,2009,122216
BEAVER #40,1954,14688657
CEM W 44,1987,35193431
FYU W 37,1987,4548208
Wolf Creek,2004,951507298
Glacier Creek,2005,132618304
IDAHO CK,1990,5020765
Harrington Cr.,2011,15622
South Fork,2001,1480449
Third Pup,1991,2016040
EILSON #1,1959,36913247
Spurs,2002,256598648
Observation Post 27,1996,43591683
Oklahoma Range RX,2010,35435924
Oklahoma Range RX,2011,10956216
McCOY CREEK,1997,309520
Lunch Lake,2009,32239685
Tatalina,1981,313983590
Survey Line,2001,449848901
Lk George,1991,173457
P00549,1993,63607
Hunter Creek,2010,12366
Jim River #3,2005,69664508
BTT NE 47,1988,34516605
Minto,1999,15550869
UNION CREEK,1967,7525030
Minto Flats South,2009,2146423690
Applegate Creek,2007,2705063
Hodzana,2010,78711
FYU W 75,1979,92592805
Beaver Creek,2005,660777470
832026,1988,1400925
ALPS,1975,29096620
Salchaket Slough,1950,36042626
Willow Creek,2010,55236151
Clear Creek Buttes,2010,421033
Hardpack,2007,885408
Chandalar Lake,2007,3010414
Hardluck Creek,2009,51555503
Rogers Creek,1946,10769278
Hard Luck,1981,7126974
Dome Road,1969,993823
331724,1993,1491015
Wild River,2008,740294
Kenai,1947,1278334099
Mashooshalluk Creek,2002,96575
331267,1993,3797451
Jim River,2002,95860306
BTT E 12,1977,50267757
Betttles Field Fire,1946,355895242
Nine Mile,1997,5137026
BETTLES,1972,10010183
BTT S 49,1991,134738007
TAL NE 33,1994,64074322
Toklat 2,2005,12129602
East Fork,1999,2286286
Wigand Cr.,1996,1253568
,2001,13099140
Pt. Mack Mile 5,2006,1922998
Lower Russian Lake 2,1985,834392
Cooper Lake,1974,39331
832044,1988,865377
Pothole,1991,37030407
Ray River 2,2013,91583295
TAL NE 50,1990,70699916
131620,1991,1567070
Kantishna River,2005,285490
Alatna Hills,2005,24987434
WINTER TRAIL,1968,22927673
Slokenjikh River,2010,42843264
Ray,2010,1459942
Lloyd,2011,35379780
Slokhenjikh Creek,2004,5645145
131462,1991,67657898
Hell Bent,1999,2193121
Grant Dome,2005,18729558
CIRCLE ISLAND,1969,21145184
Sischu,2002,517627939
Big Mud,1997,497863
MHM N 23,1991,888784
Chitanana River,2005,1048138
Senatis Mountain,2009,12610632
COMA,1972,45478161
BEARPAW MTN NW-12,1957,238156100
Dead Fish Lake,2013,24508936
Bitzshtini Mountain,2005,12417344
TAL S 54,1993,5134473
TAL SE 92,1990,177480420
BEAVER LOG,1968,5063599
Beluga #1,1943,7271897
HULT CREEK,1968,21346503
BTT N 70,1991,1980825
Mi. 17 East End Rd.,2009,3898511
Dawn Creek,2002,10215113
Midas Creek,2005,2875168
Negeethluk River,2006,230187150
BETHEL 1/2S,1957,9205595
DEVILS ELBOW W-16,1962,9255745
731680,1997,1170557
Uvgoon Creek #1,2012,161714205
KSM N 15,1994,2287252
Richmond,1974,2089388
Taksleksluk North,2006,16138325
Takslesluk,2008,181669
DENPYNE,1972,5761449
NUNAVAKPAK,1997,252658
23,1985,18684
OMAR,2009,748462
IAN N 65,1982,133369
OTZ NE 40,1977,98277792
Uchugrak Hills,2000,3145863
CDL E 14,1977,558117871
BCK NE 13,1979,6434478
MEINZER CREEK,1972,8982957
LOOP,1977,131544111
Mulik South,1977,296356
Shiliak,2010,7025
32051,1990,266489021
Mulik North,1977,27144
GMT SW 30,1990,544785
Waterfall,2010,5023085
EAA SW 20,1994,11261853
NATION RIVER,1967,28262421
IN-ALASKA,1954,43259705
Kandik River,2004,264697540
SAM TROUT,1977,6090867
Witch,1999,191671236
Bear Mtn Ck,1996,609655
Glenn Creek,2008,2496011
Lucky Creek,2004,193558937
TETLIN,1996,26469660
Dennison Fork,2008,1311147
24,1985,64776
Izaviknek,2007,925384
Taylor,1974,3073947
North Pish River,2007,2506806
Belt Creek,1999,3280424
NIUKLUK RIVER,1971,89055319
Quartz Creek #2,2004,6612624
ANC NW 500,1971,258995862
FYU E 100,1993,624391
Ammerman Mountain,2004,79403338
CEM NE 80,1988,1307504
Moosehorn Lake,2004,2416665
TEHUL LAKE,1972,2659890
Paddle Creek,2006,1629818
Fourteen Mile,2009,113160
Little Big Creek,2007,71052872
Beverly,1999,83264660
Woodchopper 2,2007,80473175
WOOD CHOPPER,1967,54434452
EAA W 56,1994,1074075
Sheenjek,2003,101122578
Camp Lake,1997,7679951
FYU NE 50,1988,480942556
Sheenjek,2004,525807
YUKON FLATS #1,1959,178788092
Graveyard Lake,1943,165083023
Black Hills,1997,1392780
STUVER CREEK,1996,841119
CIK NE 42,1976,62273467
CIK E 24,1986,30956797
FYU E 58,1992,917256
Salmon 2 W,1988,42332314
FYU E 66,1977,14285608
CIK E 30,1986,64370392
MT.SHEBA,1994,2573492
Tok River,2003,22463783
FAIRPLAY W-5,1958,11693551
Shoulder Mountain,2013,133002
Big Fish Lake,2013,4266246
Birch Creek,1943,226948170
CEM NW 25,1988,30634448
SPLITS,1990,1080696
Discovery Creek,2013,54038814
FLUMECREEK,1999,3829571
Fryingpan Creek,2010,10859674
Munson Creek,2005,3295178
Sullivan,2008,5462100
New Hope,2005,575050
Hajdukovich,1994,88249496
Upper Gerstle,2010,3253174
Winter Ridge,2001,443261
Excelsior,2013,24642912
531023,1985,38525850
Venetie Village,2008,2128739
Skyfish,2007,2045626
Bear Blanket Slough,2006,48838
GAILEY LAKE,1969,3003395
Big Bluff,2004,6193750
Circle City Fire,1950,172104207
Squirrel Creek,2005,77576210
Paldo,2007,18478645
PREACHER CREEK,1954,17946891
DADINA,1993,657340
Healy River,2009,189932
Junjik River,2005,1245531
Hat Lie Lakes,2004,119020287
Fort Yukon #2,1950,8044385
Four Mile Creek,2013,2238076
Twomile Creek,2010,17039052
Gold Mine,2013,993866
Beaver Creek,2013,281775
Moose Creek,2002,21621548
WALDEN FORK,1957,189164605
Midwald,1991,382307
KEEFER,1974,18709110
STONEY RIVER,1959,31752412
Aniuk River # 3,2011,1259635
Imelyak River,2013,120754
Sikik Lake,2011,10007
DCK S 25,1988,44195421
Naniratkohort Creek,2003,217162
SHUK,1970,10095996
Koyukuk River,2007,1231810
Kiliovilik,2007,2431913
SANDS NE-15,1959,435570861
Mueller Mountain,1999,167292
HSL N 28,1990,966984
GAL 30 N,1996,3403568
331662,1993,15001890
KETLKEDE CREEK,1968,5103010
Yuko River,1953,8861928
GALATEA,1968,10798692
IDITAROD,1972,30999519
Oskawalik,2009,19292097
Devil,1997,516793
CROOKED CREEK,1957,6333909
CROOKED CREEK SE-20,1959,320384880
TAYLOR MTN SE 10,1959,14557433
AIRPORT,1972,11840622
Makpik Creek,2010,39711729
Kaluich Creek,2010,116245
Selawik River,2010,153730
Nekakte,2012,25247398
Kugarak River,2014,759038
Selawik River,2011,7886
HSL W 51,1987,2809097
TRIPLET,1977,345530227
SHALER,1971,258316038
Noatak River 3,2010,4179
Kiliovilick,2004,311189
GAL S 54,1990,159423
631029,1986,8781834
Galatea2,2002,1618496
Tlatl Hills,2005,26850991
North Creek,2004,1956978
GALSW59,1993,2720480
LEWIS,1971,72689680
Old,1991,18530731
GEORGE RIVER,1997,372747770
Horsefly Creek,2002,609799
Crooked #3,2002,10710364
George,2005,235918897
Holokuk,2009,1296129
MAXIM,1972,8406353
Mosquito,1972,185332
Lake Tutusirok,2010,29603731
